date,route,train_type,bookings,holiday_multiplier,weekly_multiplier,yearly_growth,covid_factor,is_weekend,day_of_week,month,year,Date,Route,TrainType,Bookings,IsHoliday,IsWeekend,DayOfWeek,Month,Year
2025-08-16,Jakarta-Surabaya,Bisnis,1287.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-16,Jakarta-Surabaya,Ekonomi,1471.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-16,Jakarta-Yogyakarta,Eksekutif,952.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-16,Jakarta-Yogyakarta,Bisnis,1333.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-16,Jakarta-Yogyakarta,Ekonomi,1524.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-16,Jakarta-Bandung,Eksekutif,1657.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-16,Jakarta-Bandung,Bisnis,2320.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-16,Jakarta-Bandung,Ekonomi,2651.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-16,Jakarta-Semarang,Eksekutif,753.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-16,Jakarta-Semarang,Bisnis,1054.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-16,Jakarta-Semarang,Ekonomi,1205.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-16,Jakarta-Solo,Eksekutif,1423.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-16,Jakarta-Solo,Bisnis,1992.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-16,Jakarta-Solo,Ekonomi,2276.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-16,Surabaya-Malang,Eksekutif,1137.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-16,Surabaya-Malang,Bisnis,1592.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-16,Surabaya-Malang,Ekonomi,1820.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-16,Bandung-Yogyakarta,Eksekutif,305.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-16,Bandung-Yogyakarta,Bisnis,427.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-16,Bandung-Yogyakarta,Ekonomi,488.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-16,Jakarta-Cirebon,Eksekutif,1240.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-16,Jakarta-Cirebon,Bisnis,1736.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-16,Jakarta-Cirebon,Ekonomi,1984.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-17,Jakarta-Surabaya,Eksekutif,1615.0,1.0,2.0,1.05,1.05,True,0.0,8.0,2025.0,,,,,,,,,
2025-08-17,Jakarta-Surabaya,Bisnis,2261.0,1.0,2.0,1.05,1.05,True,0.0,8.0,2025.0,,,,,,,,,
2025-08-17,Jakarta-Surabaya,Ekonomi,2584.0,1.0,2.0,1.05,1.05,True,0.0,8.0,2025.0,,,,,,,,,
2025-08-17,Jakarta-Yogyakarta,Eksekutif,1022.0,1.0,2.0,1.05,1.05,True,0.0,8.0,2025.0,,,,,,,,,
2025-08-17,Jakarta-Yogyakarta,Bisnis,1431.0,1.0,2.0,1.05,1.05,True,0.0,8.0,2025.0,,,,,,,,,
2025-08-17,Jakarta-Yogyakarta,Ekonomi,1636.0,1.0,2.0,1.05,1.05,True,0.0,8.0,2025.0,,,,,,,,,
2025-08-17,Jakarta-Bandung,Eksekutif,1570.0,1.0,2.0,1.05,1.05,True,0.0,8.0,2025.0,,,,,,,,,
2025-08-17,Jakarta-Bandung,Bisnis,2198.0,1.0,2.0,1.05,1.05,True,0.0,8.0,2025.0,,,,,,,,,
2025-08-17,Jakarta-Bandung,Ekonomi,2512.0,1.0,2.0,1.05,1.05,True,0.0,8.0,2025.0,,,,,,,,,
2025-08-17,Jakarta-Semarang,Eksekutif,744.0,1.0,2.0,1.05,1.05,True,0.0,8.0,2025.0,,,,,,,,,
2025-08-17,Jakarta-Semarang,Bisnis,1042.0,1.0,2.0,1.05,1.05,True,0.0,8.0,2025.0,,,,,,,,,
2025-08-17,Jakarta-Semarang,Ekonomi,1190.0,1.0,2.0,1.05,1.05,True,0.0,8.0,2025.0,,,,,,,,,
2025-08-17,Jakarta-Solo,Eksekutif,903.0,1.0,2.0,1.05,1.05,True,0.0,8.0,2025.0,,,,,,,,,
2025-08-17,Jakarta-Solo,Bisnis,1264.0,1.0,2.0,1.05,1.05,True,0.0,8.0,2025.0,,,,,,,,,
2025-08-17,Jakarta-Solo,Ekonomi,1444.0,1.0,2.0,1.05,1.05,True,0.0,8.0,2025.0,,,,,,,,,
2025-08-17,Surabaya-Malang,Eksekutif,599.0,1.0,2.0,1.05,1.05,True,0.0,8.0,2025.0,,,,,,,,,
2025-08-17,Surabaya-Malang,Bisnis,838.0,1.0,2.0,1.05,1.05,True,0.0,8.0,2025.0,,,,,,,,,
2025-08-17,Surabaya-Malang,Ekonomi,958.0,1.0,2.0,1.05,1.05,True,0.0,8.0,2025.0,,,,,,,,,
2025-08-17,Bandung-Yogyakarta,Eksekutif,461.0,1.0,2.0,1.05,1.05,True,0.0,8.0,2025.0,,,,,,,,,
2025-08-17,Bandung-Yogyakarta,Bisnis,645.0,1.0,2.0,1.05,1.05,True,0.0,8.0,2025.0,,,,,,,,,
2025-08-17,Bandung-Yogyakarta,Ekonomi,738.0,1.0,2.0,1.05,1.05,True,0.0,8.0,2025.0,,,,,,,,,
2025-08-17,Jakarta-Cirebon,Eksekutif,671.0,1.0,2.0,1.05,1.05,True,0.0,8.0,2025.0,,,,,,,,,
2025-08-17,Jakarta-Cirebon,Bisnis,939.0,1.0,2.0,1.05,1.05,True,0.0,8.0,2025.0,,,,,,,,,
2025-08-17,Jakarta-Cirebon,Ekonomi,1073.0,1.0,2.0,1.05,1.05,True,0.0,8.0,2025.0,,,,,,,,,
2025-08-18,Jakarta-Surabaya,Eksekutif,589.0,1.0,1.0,1.05,1.05,False,1.0,8.0,2025.0,,,,,,,,,
2025-08-18,Jakarta-Surabaya,Bisnis,825.0,1.0,1.0,1.05,1.05,False,1.0,8.0,2025.0,,,,,,,,,
2025-08-18,Jakarta-Surabaya,Ekonomi,943.0,1.0,1.0,1.05,1.05,False,1.0,8.0,2025.0,,,,,,,,,
2025-08-18,Jakarta-Yogyakarta,Eksekutif,675.0,1.0,1.0,1.05,1.05,False,1.0,8.0,2025.0,,,,,,,,,
2025-08-18,Jakarta-Yogyakarta,Bisnis,944.0,1.0,1.0,1.05,1.05,False,1.0,8.0,2025.0,,,,,,,,,
2025-08-18,Jakarta-Yogyakarta,Ekonomi,1079.0,1.0,1.0,1.05,1.05,False,1.0,8.0,2025.0,,,,,,,,,
2025-08-18,Jakarta-Bandung,Eksekutif,777.0,1.0,1.0,1.05,1.05,False,1.0,8.0,2025.0,,,,,,,,,
2025-08-18,Jakarta-Bandung,Bisnis,1087.0,1.0,1.0,1.05,1.05,False,1.0,8.0,2025.0,,,,,,,,,
2025-08-18,Jakarta-Bandung,Ekonomi,1242.0,1.0,1.0,1.05,1.05,False,1.0,8.0,2025.0,,,,,,,,,
2025-08-18,Jakarta-Semarang,Eksekutif,577.0,1.0,1.0,1.05,1.05,False,1.0,8.0,2025.0,,,,,,,,,
2025-08-18,Jakarta-Semarang,Bisnis,808.0,1.0,1.0,1.05,1.05,False,1.0,8.0,2025.0,,,,,,,,,
2025-08-18,Jakarta-Semarang,Ekonomi,924.0,1.0,1.0,1.05,1.05,False,1.0,8.0,2025.0,,,,,,,,,
2025-08-18,Jakarta-Solo,Eksekutif,338.0,1.0,1.0,1.05,1.05,False,1.0,8.0,2025.0,,,,,,,,,
2025-08-18,Jakarta-Solo,Bisnis,474.0,1.0,1.0,1.05,1.05,False,1.0,8.0,2025.0,,,,,,,,,
2025-08-18,Jakarta-Solo,Ekonomi,541.0,1.0,1.0,1.05,1.05,False,1.0,8.0,2025.0,,,,,,,,,
2025-08-18,Surabaya-Malang,Eksekutif,321.0,1.0,1.0,1.05,1.05,False,1.0,8.0,2025.0,,,,,,,,,
2025-08-18,Surabaya-Malang,Bisnis,449.0,1.0,1.0,1.05,1.05,False,1.0,8.0,2025.0,,,,,,,,,
2025-08-18,Surabaya-Malang,Ekonomi,514.0,1.0,1.0,1.05,1.05,False,1.0,8.0,2025.0,,,,,,,,,
2025-08-18,Bandung-Yogyakarta,Eksekutif,186.0,1.0,1.0,1.05,1.05,False,1.0,8.0,2025.0,,,,,,,,,
2025-08-18,Bandung-Yogyakarta,Bisnis,260.0,1.0,1.0,1.05,1.05,False,1.0,8.0,2025.0,,,,,,,,,
2025-08-18,Bandung-Yogyakarta,Ekonomi,297.0,1.0,1.0,1.05,1.05,False,1.0,8.0,2025.0,,,,,,,,,
2025-08-18,Jakarta-Cirebon,Eksekutif,429.0,1.0,1.0,1.05,1.05,False,1.0,8.0,2025.0,,,,,,,,,
2025-08-18,Jakarta-Cirebon,Bisnis,600.0,1.0,1.0,1.05,1.05,False,1.0,8.0,2025.0,,,,,,,,,
2025-08-18,Jakarta-Cirebon,Ekonomi,686.0,1.0,1.0,1.05,1.05,False,1.0,8.0,2025.0,,,,,,,,,
2025-08-19,Jakarta-Surabaya,Eksekutif,799.0,1.0,1.0,1.05,1.05,False,2.0,8.0,2025.0,,,,,,,,,
2025-08-19,Jakarta-Surabaya,Bisnis,1118.0,1.0,1.0,1.05,1.05,False,2.0,8.0,2025.0,,,,,,,,,
2025-08-19,Jakarta-Surabaya,Ekonomi,1278.0,1.0,1.0,1.05,1.05,False,2.0,8.0,2025.0,,,,,,,,,
2025-08-19,Jakarta-Yogyakarta,Eksekutif,709.0,1.0,1.0,1.05,1.05,False,2.0,8.0,2025.0,,,,,,,,,
2025-08-19,Jakarta-Yogyakarta,Bisnis,992.0,1.0,1.0,1.05,1.05,False,2.0,8.0,2025.0,,,,,,,,,
2025-08-19,Jakarta-Yogyakarta,Ekonomi,1134.0,1.0,1.0,1.05,1.05,False,2.0,8.0,2025.0,,,,,,,,,
2025-08-19,Jakarta-Bandung,Eksekutif,809.0,1.0,1.0,1.05,1.05,False,2.0,8.0,2025.0,,,,,,,,,
2025-08-19,Jakarta-Bandung,Bisnis,1133.0,1.0,1.0,1.05,1.05,False,2.0,8.0,2025.0,,,,,,,,,
2025-08-19,Jakarta-Bandung,Ekonomi,1295.0,1.0,1.0,1.05,1.05,False,2.0,8.0,2025.0,,,,,,,,,
2025-08-19,Jakarta-Semarang,Eksekutif,583.0,1.0,1.0,1.05,1.05,False,2.0,8.0,2025.0,,,,,,,,,
2025-08-19,Jakarta-Semarang,Bisnis,817.0,1.0,1.0,1.05,1.05,False,2.0,8.0,2025.0,,,,,,,,,
2025-08-19,Jakarta-Semarang,Ekonomi,933.0,1.0,1.0,1.05,1.05,False,2.0,8.0,2025.0,,,,,,,,,
2025-08-19,Jakarta-Solo,Eksekutif,476.0,1.0,1.0,1.05,1.05,False,2.0,8.0,2025.0,,,,,,,,,
2025-08-19,Jakarta-Solo,Bisnis,667.0,1.0,1.0,1.05,1.05,False,2.0,8.0,2025.0,,,,,,,,,
2025-08-19,Jakarta-Solo,Ekonomi,762.0,1.0,1.0,1.05,1.05,False,2.0,8.0,2025.0,,,,,,,,,
2025-08-19,Surabaya-Malang,Eksekutif,341.0,1.0,1.0,1.05,1.05,False,2.0,8.0,2025.0,,,,,,,,,
2025-08-19,Surabaya-Malang,Bisnis,478.0,1.0,1.0,1.05,1.05,False,2.0,8.0,2025.0,,,,,,,,,
2025-08-19,Surabaya-Malang,Ekonomi,546.0,1.0,1.0,1.05,1.05,False,2.0,8.0,2025.0,,,,,,,,,
2025-08-19,Bandung-Yogyakarta,Eksekutif,196.0,1.0,1.0,1.05,1.05,False,2.0,8.0,2025.0,,,,,,,,,
2025-08-19,Bandung-Yogyakarta,Bisnis,274.0,1.0,1.0,1.05,1.05,False,2.0,8.0,2025.0,,,,,,,,,
2025-08-19,Bandung-Yogyakarta,Ekonomi,313.0,1.0,1.0,1.05,1.05,False,2.0,8.0,2025.0,,,,,,,,,
2025-08-19,Jakarta-Cirebon,Eksekutif,423.0,1.0,1.0,1.05,1.05,False,2.0,8.0,2025.0,,,,,,,,,
2025-08-19,Jakarta-Cirebon,Bisnis,592.0,1.0,1.0,1.05,1.05,False,2.0,8.0,2025.0,,,,,,,,,
2025-08-19,Jakarta-Cirebon,Ekonomi,676.0,1.0,1.0,1.05,1.05,False,2.0,8.0,2025.0,,,,,,,,,
2025-08-20,Jakarta-Surabaya,Eksekutif,843.0,1.0,1.0,1.05,1.05,False,3.0,8.0,2025.0,,,,,,,,,
2025-08-20,Jakarta-Surabaya,Bisnis,1181.0,1.0,1.0,1.05,1.05,False,3.0,8.0,2025.0,,,,,,,,,
2025-08-20,Jakarta-Surabaya,Ekonomi,1349.0,1.0,1.0,1.05,1.05,False,3.0,8.0,2025.0,,,,,,,,,
2025-08-20,Jakarta-Yogyakarta,Eksekutif,730.0,1.0,1.0,1.05,1.05,False,3.0,8.0,2025.0,,,,,,,,,
2025-08-20,Jakarta-Yogyakarta,Bisnis,1021.0,1.0,1.0,1.05,1.05,False,3.0,8.0,2025.0,,,,,,,,,
2025-08-20,Jakarta-Yogyakarta,Ekonomi,1167.0,1.0,1.0,1.05,1.05,False,3.0,8.0,2025.0,,,,,,,,,
2025-08-20,Jakarta-Bandung,Eksekutif,784.0,1.0,1.0,1.05,1.05,False,3.0,8.0,2025.0,,,,,,,,,
2025-08-20,Jakarta-Bandung,Bisnis,1098.0,1.0,1.0,1.05,1.05,False,3.0,8.0,2025.0,,,,,,,,,
2025-08-20,Jakarta-Bandung,Ekonomi,1254.0,1.0,1.0,1.05,1.05,False,3.0,8.0,2025.0,,,,,,,,,
2025-08-20,Jakarta-Semarang,Eksekutif,1728.0,1.0,1.0,1.05,1.05,False,3.0,8.0,2025.0,,,,,,,,,
2025-08-20,Jakarta-Semarang,Bisnis,2419.0,1.0,1.0,1.05,1.05,False,3.0,8.0,2025.0,,,,,,,,,
2025-08-20,Jakarta-Semarang,Ekonomi,2764.0,1.0,1.0,1.05,1.05,False,3.0,8.0,2025.0,,,,,,,,,
2025-08-20,Jakarta-Solo,Eksekutif,496.0,1.0,1.0,1.05,1.05,False,3.0,8.0,2025.0,,,,,,,,,
2025-08-20,Jakarta-Solo,Bisnis,694.0,1.0,1.0,1.05,1.05,False,3.0,8.0,2025.0,,,,,,,,,
2025-08-20,Jakarta-Solo,Ekonomi,793.0,1.0,1.0,1.05,1.05,False,3.0,8.0,2025.0,,,,,,,,,
2025-08-20,Surabaya-Malang,Eksekutif,384.0,1.0,1.0,1.05,1.05,False,3.0,8.0,2025.0,,,,,,,,,
2025-08-20,Surabaya-Malang,Bisnis,537.0,1.0,1.0,1.05,1.05,False,3.0,8.0,2025.0,,,,,,,,,
2025-08-20,Surabaya-Malang,Ekonomi,614.0,1.0,1.0,1.05,1.05,False,3.0,8.0,2025.0,,,,,,,,,
2025-08-20,Bandung-Yogyakarta,Eksekutif,935.0,1.0,1.0,1.05,1.05,False,3.0,8.0,2025.0,,,,,,,,,
2025-08-20,Bandung-Yogyakarta,Bisnis,1309.0,1.0,1.0,1.05,1.05,False,3.0,8.0,2025.0,,,,,,,,,
2025-08-20,Bandung-Yogyakarta,Ekonomi,1496.0,1.0,1.0,1.05,1.05,False,3.0,8.0,2025.0,,,,,,,,,
2025-08-20,Jakarta-Cirebon,Eksekutif,334.0,1.0,1.0,1.05,1.05,False,3.0,8.0,2025.0,,,,,,,,,
2025-08-20,Jakarta-Cirebon,Bisnis,467.0,1.0,1.0,1.05,1.05,False,3.0,8.0,2025.0,,,,,,,,,
2025-08-20,Jakarta-Cirebon,Ekonomi,534.0,1.0,1.0,1.05,1.05,False,3.0,8.0,2025.0,,,,,,,,,
2025-08-21,Jakarta-Surabaya,Eksekutif,934.0,1.0,1.0,1.05,1.05,False,4.0,8.0,2025.0,,,,,,,,,
2025-08-21,Jakarta-Surabaya,Bisnis,1308.0,1.0,1.0,1.05,1.05,False,4.0,8.0,2025.0,,,,,,,,,
2025-08-21,Jakarta-Surabaya,Ekonomi,1494.0,1.0,1.0,1.05,1.05,False,4.0,8.0,2025.0,,,,,,,,,
2025-08-21,Jakarta-Yogyakarta,Eksekutif,733.0,1.0,1.0,1.05,1.05,False,4.0,8.0,2025.0,,,,,,,,,
2025-08-21,Jakarta-Yogyakarta,Bisnis,1026.0,1.0,1.0,1.05,1.05,False,4.0,8.0,2025.0,,,,,,,,,
2025-08-21,Jakarta-Yogyakarta,Ekonomi,1172.0,1.0,1.0,1.05,1.05,False,4.0,8.0,2025.0,,,,,,,,,
2025-08-21,Jakarta-Bandung,Eksekutif,729.0,1.0,1.0,1.05,1.05,False,4.0,8.0,2025.0,,,,,,,,,
2025-08-21,Jakarta-Bandung,Bisnis,1020.0,1.0,1.0,1.05,1.05,False,4.0,8.0,2025.0,,,,,,,,,
2025-08-21,Jakarta-Bandung,Ekonomi,1166.0,1.0,1.0,1.05,1.05,False,4.0,8.0,2025.0,,,,,,,,,
2025-08-21,Jakarta-Semarang,Eksekutif,457.0,1.0,1.0,1.05,1.05,False,4.0,8.0,2025.0,,,,,,,,,
2025-08-21,Jakarta-Semarang,Bisnis,640.0,1.0,1.0,1.05,1.05,False,4.0,8.0,2025.0,,,,,,,,,
2025-08-21,Jakarta-Semarang,Ekonomi,732.0,1.0,1.0,1.05,1.05,False,4.0,8.0,2025.0,,,,,,,,,
2025-08-21,Jakarta-Solo,Eksekutif,408.0,1.0,1.0,1.05,1.05,False,4.0,8.0,2025.0,,,,,,,,,
2025-08-21,Jakarta-Solo,Bisnis,571.0,1.0,1.0,1.05,1.05,False,4.0,8.0,2025.0,,,,,,,,,
2025-08-21,Jakarta-Solo,Ekonomi,652.0,1.0,1.0,1.05,1.05,False,4.0,8.0,2025.0,,,,,,,,,
2025-08-21,Surabaya-Malang,Eksekutif,315.0,1.0,1.0,1.05,1.05,False,4.0,8.0,2025.0,,,,,,,,,
2025-08-21,Surabaya-Malang,Bisnis,440.0,1.0,1.0,1.05,1.05,False,4.0,8.0,2025.0,,,,,,,,,
2025-08-21,Surabaya-Malang,Ekonomi,503.0,1.0,1.0,1.05,1.05,False,4.0,8.0,2025.0,,,,,,,,,
2025-08-21,Bandung-Yogyakarta,Eksekutif,257.0,1.0,1.0,1.05,1.05,False,4.0,8.0,2025.0,,,,,,,,,
2025-08-21,Bandung-Yogyakarta,Bisnis,359.0,1.0,1.0,1.05,1.05,False,4.0,8.0,2025.0,,,,,,,,,
2025-08-21,Bandung-Yogyakarta,Ekonomi,411.0,1.0,1.0,1.05,1.05,False,4.0,8.0,2025.0,,,,,,,,,
2025-08-21,Jakarta-Cirebon,Eksekutif,388.0,1.0,1.0,1.05,1.05,False,4.0,8.0,2025.0,,,,,,,,,
2025-08-21,Jakarta-Cirebon,Bisnis,544.0,1.0,1.0,1.05,1.05,False,4.0,8.0,2025.0,,,,,,,,,
2025-08-21,Jakarta-Cirebon,Ekonomi,621.0,1.0,1.0,1.05,1.05,False,4.0,8.0,2025.0,,,,,,,,,
2025-08-22,Jakarta-Surabaya,Eksekutif,1906.0,1.0,2.2,1.05,1.05,False,5.0,8.0,2025.0,,,,,,,,,
2025-08-22,Jakarta-Surabaya,Bisnis,2669.0,1.0,2.2,1.05,1.05,False,5.0,8.0,2025.0,,,,,,,,,
2025-08-22,Jakarta-Surabaya,Ekonomi,3050.0,1.0,2.2,1.05,1.05,False,5.0,8.0,2025.0,,,,,,,,,
2025-08-22,Jakarta-Yogyakarta,Eksekutif,1559.0,1.0,2.2,1.05,1.05,False,5.0,8.0,2025.0,,,,,,,,,
2025-08-22,Jakarta-Yogyakarta,Bisnis,2183.0,1.0,2.2,1.05,1.05,False,5.0,8.0,2025.0,,,,,,,,,
2025-08-22,Jakarta-Yogyakarta,Ekonomi,2495.0,1.0,2.2,1.05,1.05,False,5.0,8.0,2025.0,,,,,,,,,
2025-08-22,Jakarta-Bandung,Eksekutif,1864.0,1.0,2.2,1.05,1.05,False,5.0,8.0,2025.0,,,,,,,,,
2025-08-22,Jakarta-Bandung,Bisnis,2610.0,1.0,2.2,1.05,1.05,False,5.0,8.0,2025.0,,,,,,,,,
2025-08-22,Jakarta-Bandung,Ekonomi,2983.0,1.0,2.2,1.05,1.05,False,5.0,8.0,2025.0,,,,,,,,,
2025-08-22,Jakarta-Semarang,Eksekutif,1034.0,1.0,2.2,1.05,1.05,False,5.0,8.0,2025.0,,,,,,,,,
2025-08-22,Jakarta-Semarang,Bisnis,1447.0,1.0,2.2,1.05,1.05,False,5.0,8.0,2025.0,,,,,,,,,
2025-08-22,Jakarta-Semarang,Ekonomi,1654.0,1.0,2.2,1.05,1.05,False,5.0,8.0,2025.0,,,,,,,,,
2025-08-22,Jakarta-Solo,Eksekutif,939.0,1.0,2.2,1.05,1.05,False,5.0,8.0,2025.0,,,,,,,,,
2025-08-22,Jakarta-Solo,Bisnis,1314.0,1.0,2.2,1.05,1.05,False,5.0,8.0,2025.0,,,,,,,,,
2025-08-22,Jakarta-Solo,Ekonomi,1502.0,1.0,2.2,1.05,1.05,False,5.0,8.0,2025.0,,,,,,,,,
2025-08-22,Surabaya-Malang,Eksekutif,765.0,1.0,2.2,1.05,1.05,False,5.0,8.0,2025.0,,,,,,,,,
2025-08-22,Surabaya-Malang,Bisnis,1070.0,1.0,2.2,1.05,1.05,False,5.0,8.0,2025.0,,,,,,,,,
2025-08-22,Surabaya-Malang,Ekonomi,1223.0,1.0,2.2,1.05,1.05,False,5.0,8.0,2025.0,,,,,,,,,
2025-08-22,Bandung-Yogyakarta,Eksekutif,841.0,1.0,2.2,1.05,1.05,False,5.0,8.0,2025.0,,,,,,,,,
2025-08-22,Bandung-Yogyakarta,Bisnis,1177.0,1.0,2.2,1.05,1.05,False,5.0,8.0,2025.0,,,,,,,,,
2025-08-22,Bandung-Yogyakarta,Ekonomi,1345.0,1.0,2.2,1.05,1.05,False,5.0,8.0,2025.0,,,,,,,,,
2025-08-22,Jakarta-Cirebon,Eksekutif,848.0,1.0,2.2,1.05,1.05,False,5.0,8.0,2025.0,,,,,,,,,
2025-08-22,Jakarta-Cirebon,Bisnis,1187.0,1.0,2.2,1.05,1.05,False,5.0,8.0,2025.0,,,,,,,,,
2025-08-22,Jakarta-Cirebon,Ekonomi,1356.0,1.0,2.2,1.05,1.05,False,5.0,8.0,2025.0,,,,,,,,,
2025-08-23,Jakarta-Surabaya,Eksekutif,813.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-23,Jakarta-Surabaya,Bisnis,1138.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-23,Jakarta-Surabaya,Ekonomi,1300.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-23,Jakarta-Yogyakarta,Eksekutif,743.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-23,Jakarta-Yogyakarta,Bisnis,1041.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-23,Jakarta-Yogyakarta,Ekonomi,1189.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-23,Jakarta-Bandung,Eksekutif,1237.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-23,Jakarta-Bandung,Bisnis,1731.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-23,Jakarta-Bandung,Ekonomi,1979.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-23,Jakarta-Semarang,Eksekutif,789.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-23,Jakarta-Semarang,Bisnis,1104.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-23,Jakarta-Semarang,Ekonomi,1262.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-23,Jakarta-Solo,Eksekutif,631.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-23,Jakarta-Solo,Bisnis,883.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-23,Jakarta-Solo,Ekonomi,1009.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
2025-08-23,Surabaya-Malang,Eksekutif,375.0,1.0,1.4,1.05,1.05,True,6.0,8.0,2025.0,,,,,,,,,
